Symbol	Test	Control
p_11551_3	"Hs 294T cell line, 100nM elesclomol + 5mM NAC treated at 6h"	"Hs 294T cell line, 0.01% DMSO treated at 6h"
p_11581_1	"MCF-7 cells, siRNA targeting FAK"	"MCF-7 cells, siRNA control"
p_11618_1	"HCT116, luciferase late passage; treated"	"HCT116, luciferase early passage"
p_11618_2	"HCT116, XIAP late passage; treated"	"HCT116, XIAP early passage"
p_11622_1	"Vaginal tissue, E2 treated"	"Vaginal tissue, control"
p_11626_1	"H1299 cells, transduced with TAp73beta expressing adenovirus"	"H1299 cells, transduced with GFP expressing adenovirus"
p_11670_1	"K562 cell, ICL670 10uM treated"	"K562 cell, untreated"
p_11670_2	"K562 cell, ICL670 50uM treated"	"K562 cell, untreated"
p_11673_1	"H1299 cells, transduced with TAp73beta expressing adenovirus, 5h"	"H1299 cells, transduced with GFP expressing adenovirus, 5 h, control"
p_11683_1	MDA-MB-468GFP-LN	MDA-MB-468GFP
p_11710_12	"HaCaT cells, siRNA targeting Smad2, TGF-beta stimulation, 24"	"HaCaT cells, TGF-beta3 stimulation, control siRNA, 24h"
p_11710_15	"HaCaT cells, siRNA targeting Smad3,TGF-beta stimulation, 24"	"HaCaT cells, TGF-beta3 stimulation, control siRNA, 24h"
p_11710_6	"HaCaT cells, siRNA targeting ETS1, TGF-beta3 stimulation, 24h"	"HaCaT cells, TGF-beta3 stimulation, control siRNA, 24h"
p_11710_9	"HaCaT cells, siRNA targeting TFAP2A, TGF-beta3 stimulation, 24"	"HaCaT cells, TGF-beta3 stimulation, control siRNA, 24h"
p_11729_12	"H1299 cell, EGFR-wt, EGF, Iressa treated, 10h"	"H1299 cell, EGFR-wt, control"
p_11729_18	"H1299 cell, EGFR-wt, Iressa treated, 10h"	"H1299 cell, EGFR-wt, control"
p_11729_24	"H1299_L858R cell, EGF treated, 10h"	"H1299_L858R cell, control"
p_11729_30	"H1299_L858R cell, EGF, Iressa treated, 10h"	"H1299_L858R cell, control"
p_11729_36	"H1299_L858R cell, Iressa treated, 10h"	"H1299_L858R cell, control"
p_11729_42	"H1299 cell, EGF treated, 10h"	"H1299 cell, control"
p_11729_48	"H1299 cell, EGF, Iressa treated, 10h"	"H1299 cell, control"
p_11729_54	"H1299 cell, Iressa treated, 10h"	"H1299 cell, control"
p_11729_6	"H1299 cell, EGFR-wt, EGF treated, 10h"	"H1299 cell, EGFR-wt, control"
p_11755_10	Blood_T72; meningococcal sepsis; infection; time course	Control_Blood
p_11755_2	Lymphocyte_T8; meningococcal sepsis; infection; time course	Control_Lymphocyte
p_11755_4	Lymphocyte_T72; meningococcal sepsis; infection; time course	Control_Lymphocyte
p_11755_6	Monocyte_T8; meningococcal sepsis; infection; time course	Control_Monocyte
p_11761_1	"PBMCs, after exercisep treatment"	"PBMCs, before exercise"
p_11783_1	"Bladder tissue, IC, non-ulcer tissue"	"Bladder tissue, healthy"
p_11783_2	"Bladder tissue, IC, ulcer tissue"	"Bladder tissue, healthy"
p_11791_1	"MCF-7 cells, ICI 182780 pretreatment, then treated with E2"	"MCF-7 cells, ICI 182780 pretreatment, then treated with ethanol vehicle"
p_11791_2	"MCF-7 cells, Myc-containing vector, ICI 182780 pretreatment, then treated with Zn"	"MCF-7 cells, empty vector, ICI 182780 pretreatment, then treated with Zn"
p_11791_3	"MCF-7 cells, Zip-containing vector, ICI 182780 pretreatment, then treated with Zn"	"MCF-7 cells, empty vector, ICI 182780 pretreatment, then treated with Zn"
p_11791_4	"MCF7, Zip_Zn; treated"	"MCF7, EtOH"
p_11839_1	"Interstial cystitis, differentiated; tissue"	"Control, differentiated"
p_11839_2	"Interstial cystitis, differentiated; tissue"	"Interstial cystitis, non-differentiated"
p_11839_3	"Control, differentiated; tissue"	"Control, non-differentiated"
p_11839_4	"Interstial cystitis, non-differentiated; tissue"	"Control, non-differentiated"
p_11854_1	"fibroblast, hCycle11, 1hr"	"fibroblast, hCycle11, 0hr"
p_11854_12	"fibroblast, hCycle11, 12hr"	"fibroblast, hCycle11, 0hr"
p_11854_6	"fibroblast, hCycle11, 6hr"	"fibroblast, hCycle11, 0hr"
p_11864_1	"M-CSF, IFN-gamma"	"M-CSF, control"
p_11864_2	"M-CSF, Pam3Cys"	"M-CSF, control"
p_11864_3	"M-CSF, Pam3Cys + IFN-gamma"	"M-CSF, control"
p_11864_4	"monocyte, M-CSF & IFN-gamma & Pam3Cys treated"	"monocyte, control"
p_11869_1	"Ishikawa cell, 17alpha-ethynyl estradiol 8 h very low dose treated; time course"	"Ishikawa cell, control 8 h"
p_11869_10	"Ishikawa cell, 17alpha-ethynyl estradiol 48 h low dose treated; time course"	"Ishikawa cell, control 48 h"
p_11869_11	"Ishikawa cell, 17alpha-ethynyl estradiol 48 h high dose treated; time course"	"Ishikawa cell, control 48 h"
p_11869_12	"Ishikawa cell, 17alpha-ethynyl estradiol 48 h very high dose treated; time course"	"Ishikawa cell, control 48 h"
p_11869_2	"Ishikawa cell, 17alpha-ethynyl estradiol 8 h low dose treated; time course"	"Ishikawa cell, control 8 h"
p_11869_3	"Ishikawa cell, 17alpha-ethynyl estradiol 8 h high dose treated; time course"	"Ishikawa cell, control 8 h"
p_11869_4	"Ishikawa cell, 17alpha-ethynyl estradiol 8 h very high dose treated; time course"	"Ishikawa cell, control 8 h"
p_11869_5	"Ishikawa cell, 17alpha-ethynyl estradiol 24 h very low dose treated; time course"	"Ishikawa cell, control 24 h"
p_11869_6	"Ishikawa cell, 17alpha-ethynyl estradiol 24 h low dose treated; time course"	"Ishikawa cell, control 24 h"
p_11869_7	"Ishikawa cell, 17alpha-ethynyl estradiol 24 h high dose treated; time course"	"Ishikawa cell, control 24 h"
p_11869_8	"Ishikawa cell, 17alpha-ethynyl estradiol 24 h very high dose treated; time course"	"Ishikawa cell, control 24 h"
p_11869_9	"Ishikawa cell, 17alpha-ethynyl estradiol 48 h very low dose treated; time course"	"Ishikawa cell, control 48 h"
p_11877_1	"Acute lymphoblastic leukemia (ALL), congenital abnormality: Downs; cancer tissue"	"Acute lymphoblastic leukemia (ALL), congenital abnormality: None"
p_11877_2	"Acute lymphoblastic leukemia (ALL), MLL(+), cancer tissue"	"Acute lymphoblastic leukemia (ALL), MLL(-)"
p_11877_3	"Acute lymphoblastic leukemia (ALL), TEL-AML, t(12:21)(+); cancer tissue"	"Acute lymphoblastic leukemia (ALL), TEL-AML, t(12:21)(-)"
p_11877_4	"Acute lymphoblastic leukemia (ALL), Trisomy 4 & 10 (+); cancer tissue"	"Acute lymphoblastic leukemia (ALL), Trisomy 4 & 10 (-)"
p_11877_5	"Acute lymphoblastic leukemia (ALL), E2A-PBX, t(1,19) (+); cancer tissue"	"Acute lymphoblastic leukemia (ALL), E2A-PBX, t(1,19) (-)"
p_11881_1	Tolerant PBMC; tissue	Non-tolerant PBMC
p_11882_1	"brain HC, age_60-99; tissue"	"brain HC, age_20-59"
p_11882_2	"brain EC, age_60-99; tissue"	"brain EC, age_20-59"
p_11882_3	"brain SG, age_60-99; tissue"	"brain SG, age_20-59"
p_11882_4	"brain PCG, age_60-99; tissue"	"brain PCG, age_20-59"
p_11882_5	"brain HC, female; tissue"	"brain HC, male"
p_11882_6	"brain EC, female; tissue"	"brain EC, male"
p_11882_7	"brain SG, female; tissue"	"brain SG, male"
p_11882_8	"brain PCG, female; tissue"	"brain PCG, male"
p_11883_1	"Mz-ChA-1 cells, IL-6 over-expression"	Mz-ChA-1 cells
p_11886_1	"Patient Macrophages, IFN treated"	"Patient Macrophages, None"
p_11886_2	"Control Macrophages, IFN treated"	"Control Macrophages, None"
p_11886_3	"Patient Macrophages, IFN treated"	"Control Macrophages, IFN treated"
p_11886_4	"Patient Macrophages, None; tissue"	"Control Macrophages, None"
p_11916_1	"Huh7 cells, stably expressing S33Y beta-catenin"	"Huh7 Cells, control"
p_11919_1	"GM5659 cell, AA treated"	"GM5659 cell, control"
p_11919_2	"GM5659 cell, AA2P treated"	"GM5659 cell, control"
p_11940_1	"Primary human hepatocytes, Doxorubicin treated"	"Primary human hepatocytes, control"
p_11941_1	"Hepatocyte , Trovafloxacin treated"	"Hepatocyte , control"
p_11942_1	"Human Hepatocytes, Doxorubicin treated"	"Human hepatocytes, control"
p_11942_2	"Human Hepatocytes, Trovofloxacin treated"	"Human hepatocytes, control"
p_11951_1	"MDA-MB-231, transfected with a vector containing a shRNAs against CD146"	"MDA-MB-231, transfected with the original vector plasmid"
p_11951_2	"MDA-MB-231, transfected with a vector containing a shRNAs against CD146"	"MDA-MB-231, transfected with a vector containing a non-effective shRNA cassette against GFP"
p_11951_3	"MDA-MB-231, transfected with a vector containing a shRNAs against CD146"	"MDA-MB-231, native cell"
p_11952_1	"small airways, smoker; lung tissue"	"small airways, non-smoker"
p_11954_1	"hepatic stellate cells, Senescent"	"hepatic stellate cells, Growing"
p_11956_1	High TCF activity Huh7 treated	Control Huh7
p_11959_1	"human SK-N-AS neuroblastoma xenografts, 10H5 treated, 24 hr"	"human SK-N-AS neuroblastoma xenografts, vehicle"
p_11981_1	"pancreatic tumor xenograft, HhAntag treated"	"pancreatic tumor xenograft, vehicle"
p_12034_1	human oocyte (Pool of 10 human oocytes)	human reference (Pool of ten normal human tissues for reference)
p_12056_1	"K562 cell, CREB knock-out"	"K562 cell, control"
p_12079_1	"CD3-CD4+ T cell, hypereosinophilic syndrome, 0y"	"CD3-CD4+ T cell, control"
p_12079_2	"CD3-CD4+ T cell, hypereosinophilic syndrome, 4y"	"CD3-CD4+ T cell, control"
p_12079_3	"CD3-CD4+ T cell, hypereosinophilic syndrome, 6y"	"CD3-CD4+ T cell, control"
p_12079_4	"CD3-CD4+ T cell, hypereosinophilic syndrome, 0y, rhIL2 stimulated"	"CD3-CD4+ T cell, hypereosinophilic syndrome, 0y"
p_12086_1	"Lymphoblast cell line, Recessive retinitis pigmentosa"	"Lymphoblast cell line,control"
p_12086_2	Lymphoblast of Retinitis Pigmentosa Unrelated Patients; tissue	Control Lymphoblast
p_12090_1	Chromophobe renal cell carcinoma (RCC)	Benign Oncocytoma
p_12102_1	"EWD cell, relapse"	"EWD cell, control"
p_12102_2	"EWD cell, metastasis"	"EWD cell, control"
p_12108_1	"human monocyte, F.novicida infected"	"human monocyte, uninfected"
p_12108_2	"human monocyte, Schu S4 infected"	"human monocyte, uninfected"
p_12113_1	"Pancreatic Cancer cell, IPI-504"	"Pancreatic Cancer cell, control"
p_12121_1	"HIGK cell, Streptococcous gordonii"	"HIGK cell, Sham infected, control"
p_12121_2	"HIGK cell, Streptococcous gingivalis"	"HIGK cell, Sham infected, control"
p_12121_3	"HIGK cell, Streptococcous gordonii + gingivalis"	"HIGK cell, Sham infected, control"
p_12131_1	"HUVEC cell, intoxicated, 4h"	"HUVEC cell, non intoxicated"
p_12131_2	"HUVEC cell, intoxicated, 8h"	"HUVEC cell, non intoxicated"
p_12141_1	"Brain tumor, metastastic"	"Brain tumor, ependymoma, non-metastatic"
p_12155_1	"Endothelial Progenitor Cells , after 3 months of exercise"	"Endothelial Progenitor Cells , baseline"
p_12161_1	"HepG2 cells, TNF alpha treated"	"HepG2 cells, control"
p_12172_1	"ovarian carcinoma, serous; ovary cancer"	"ovarian tumor, serous LMP (low malignant potential) tumor"
p_12187_1	mild or moderate Chronic Allograft Nephropathy; kidney tissue	severe Chronic Allograft Nephropathy
p_12195_1	DLBCL; blood cancer	"CD10(+), CD77(-) B cells"
p_12195_2	DLBCL; blood cancer	CD77(+) B cells
p_12198_1	NKAES-derived NK cell	Primary human NK cell
p_12198_2	NKAES-derived NK cell	"NK cell, stimulated by low dose IL2"
p_12198_3	NKAES-derived NK cell	"NK cell, stimulated by high dose IL2"
p_12199_1	MDA-MB-231	"MCF-7, control"
p_12205_1	"HLF cell, 1um Cr(VI) treated"	"HLF cell, control"
p_12205_2	"HLF cell, 10um SOV+ 1um Cr(VI) treated"	"HLF cell, control"
p_12251_1	"colonic biopsy, week 8 Response to infliximab: Yes"	"colonic biopsy, week 8 Response to infliximab: No"
p_12253_1	"airway epithelial cells, Ethanol treated, 50mM"	"airway epithelial cells, untreated"
p_12253_2	"airway epithelial cells, Ethanol treated, 100mM"	"airway epithelial cells, untreated"
p_12254_10	"liver tissue, LCMV-ARM infected but not diseased, day 5"	"liver tissue, uninfected"
p_12254_5	"liver tissue, LCMV-WE infected, day 6"	"liver tissue, uninfected"
p_12254_8	"liver tissue, LCMV-WE infected, day 12"	"liver tissue, uninfected"
p_12261_1	"HASMC cell, ME treated, 4h"	"HASMC cell, control, 4h"
p_12261_2	"HASMC cell, ME treated, 30h"	"HASMC cell, control, 30h"
p_12267_1	"hOB, mineralization, 24h"	hOB confluence
p_12267_10	"hMSC, mineralization, 10-14 days"	"hMSC, confluence"
p_12267_3	"hOB, mineralization, 10-14 days"	hOB confluence
p_12267_8	"hMSC, mineralization, 24h"	"hMSC, confluence"
p_12276_1	breast tumor metastasized to brain; cancer	local breast tumor
p_12276_2	breast tumor metastasized to other regions; cancer	local breast tumor
p_12278_1	"Burkitt lymphoma cell line, miR26a transfection"	"Burkitt lymphoma cell line, empty vector"
p_12287_1	"ATL cell line E10, 17AAG treated, 100nM"	"ATL cell line E10, mock treated"
p_12287_2	"ATL cell line E10, 17AAG treated, 300nM"	"ATL cell line E10, mock treated"
p_12287_3	"ATL cell line E10, 17DMAG treated, 150nM"	"ATL cell line E10, mock treated"
p_12287_4	"ATL cell line MT-2, 17AAG treated, 700nM"	"ATL cell line MT-2, mock treated"
p_12287_5	"ATL cell line MT-2, 17DMAG treated, 150nM"	"ATL cell line MT-2, mock treated"
p_12287_6	"ATL cell line MT-4, 17AAG treated, 500nM"	"ATL cell line MT-4, mock treated"
p_12287_7	"ATL cell line MT-4, 17DMAG treated, 150nM"	"ATL cell line MT-4, mock treated"
p_12305_1	"U251 cells, glioblastoma"	Normal Human Astrocytes from Lonza
p_12320_1	"GBS6 cell, POU5F1 siRNA transfected"	"GBS6 cell, negative control siRNA"
p_12326_1	"CD34+ cells, Peripheral blood"	"CD34+ cells, Bone marrow"
p_12336_1	Xenografted 2MLN-dnTbRII tumors	Xenografted 2MLN-GFP tumors
p_12355_10	"Human B cell, EBNA2, 24h"	"Human B cell, CAT, control, 24h"
p_12355_3	"Human B cell, N1, 24h"	"Human B cell, CAT, control, 24h"
p_12355_7	"Human B cell, N2, 24h"	"Human B cell, CAT, control, 24h"
p_12366_3	Memory B cells; tissue	Germinal Center B cells
p_12368_1	"Adrenal cortex, Adrenocortical adenoma"	"Adrenal cortex, normal"
p_12368_2	"Adrenal cortex, Adrenocortical carcinoma"	"Adrenal cortex, normal"
p_12390_2	"BJ HiPS, 6p9"	"HUES8 (human ESC line), 8p30, control"
p_12390_6	"BJ HiPS, 6p9"	human BJ (Donor line)
p_12400_1	"Burkitt lymphoma cell line, Namalwa, miR26a, siRNA treatment"	"Burkitt lymphoma cell line, Namalwa, empty"
p_12400_2	"Raji_miR26a, siRNA treatment"	Raji_empty
p_12400_3	"Ramos_ miR26a, siRNA treatment"	Ramos_empty
p_12408_1	Cornelia de Lange Syndrome (CdLS) patient; lymphoblastoid cell lines; tissue	healthy control
p_12408_2	Alagille syndrome patient; tissue; lymphoblastoid cell lines	healthy control
p_12408_3	RBS patient; tissue; lymphoblastoid cell lines	healthy control
p_12427_1	"KM-H2 cell, EBER overexpressed"	"KM-H2 cell, control"
p_12427_2	"L428 cell, EBER overexpressed"	"L428 cell, control"
p_12444_1	"Human primary prostate stromal cells, siRNA targeting FOXF2"	"Human primary prostate stromal cells, control siRNA"
p_12446_1	"Endometrium, postmenopausal, estradiol; treated"	"Endometrium, postmenopausal, control"
p_12446_2	"Endometrium, postmenopausal, estradiol + MPA; treated"	"Endometrium, postmenopausal, control"
p_12446_3	"Endometrium, postmenopausal, tibolone; treated"	"Endometrium, postmenopausal, control"
p_12452_1	Nasopharyngeal carcinoma; cancer	Normal nasopharyngeal tissue
p_12453_1	classical Hodgkin lymphoma; blood cancer	Nomral plasma
p_12453_10	centroblasts; tissue	Nomral plasma
p_12453_2	nodular lymphocte-predominant Hodgkin lymphoma; blood cancer	Nomral plasma
p_12453_3	T-cell rich B-cell lymphoma; blood cancer	Nomral plasma
p_12453_4	follicular lymphoma; blood cancer	Nomral plasma
p_12453_5	Burkitt lymphoma; blood cancer	Nomral plasma
p_12453_6	diffuse large B-cell lymphoma; blood cancer	Nomral plasma
p_12453_7	naive B-cells; tissue	Nomral plasma
p_12453_8	memory B cells; tissue	Nomral plasma
p_12453_9	centrocytes; tissue	Nomral plasma
p_12460_1	"neuroblastoma, MYCN amplified; brain cancer"	"neuroblastoma, MYCN non-amplified"
p_12474_1	"Skeletal muscle cell, after heating"	"Skeletal muscle cell, before heating"
p_12504_1	"left ventricle biopsy, Post operation off-pump cardiac surgery"	"left ventricle biopsy, pre-operation off-pump cardiac surgery"
p_12504_2	"left ventricle biopsy, Post operation on-pump cardiac surgery"	"left ventricle biopsy, pre-operation on-pump cardiac surgery"
p_12510_1	"Human Umbilical Cord lining Epithelial cells, GFP integrated using Phage Integrase"	"Human Umbilical Cord lining Epithelial cells, control"
p_12524_1	"293 cell, OE/ZL3 treated"	"293 cell, Control"
p_12548_1	"ARPE-19 cells, TGF and TNF-treated, 1h"	"ARPE-19 cells, TGF and TNF-treated, 0h"
p_12548_2	"ARPE-19 cells, TGF and TNF-treated, 6h"	"ARPE-19 cells, TGF and TNF-treated, 0h"
p_12548_3	"ARPE-19 cells, TGF and TNF-treated, 16h"	"ARPE-19 cells, TGF and TNF-treated, 0h"
p_12548_4	"ARPE-19 cells, TGF and TNF-treated, 24h"	"ARPE-19 cells, TGF and TNF-treated, 0h"
p_12548_5	"ARPE-19 cells, TGF and TNF-treated, 42h"	"ARPE-19 cells, TGF and TNF-treated, 0h"
p_12548_6	"ARPE-19 cells, TGF and TNF-treated, 60h"	"ARPE-19 cells, TGF and TNF-treated, 0h"
p_12583_1	"KiPSC, obtained from reprogramming human keratinocyte, 3 factors (Oct4+Sox2+Klf4) treated"	human embryonic stem cell line
p_12583_2	"KiPSC, obtained from reprogramming human keratinocyte, 4 factors (Oct4+Sox2+Klf4+cMyc) treated"	human embryonic stem cell line
p_12583_3	"KiPSC, obtained from reprogramming human keratinocyte, 3 factors (Oct4+Sox2+Klf4) treated"	Human foreskin fibroblast
p_12583_4	"KiPSC, obtained from reprogramming human keratinocyte, 4 factors (Oct4+Sox2+Klf4+cMyc) treated"	Human foreskin fibroblast
p_12583_5	"KiPSC, obtained from reprogramming human keratinocyte, 3 factors (Oct4+Sox2+Klf4) treated"	Human foreskin keratinocyte
p_12583_6	"KiPSC, obtained from reprogramming human keratinocyte, 4 factors (Oct4+Sox2+Klf4+cMyc) treated"	Human foreskin keratinocyte
p_12606_1	"Kidney cell, RCC, normal"	"Kidney cell, normal"
p_12606_2	"Kidney cell, RCC, tumor"	"Kidney cell, normal"
p_12606_3	"Kidney cell, RCC, metastatic"	"Kidney cell, normal"
p_12621_1	"retina, macula; tissue"	"retina, nasal"
p_12621_2	"retina, macula; tissue"	"retina, surround"
p_12631_1	"human conjunctivae (HuCNJE), non-side population"	"human conjunctivae (HuCNJE), side population"
p_12644_1	"aortic valve, calcified; tissue"	"aortic valve, normal"
p_12650_1	"MCF-7 cells, 10ug/ml alpha-amanitin"	MCF-7 cells
p_12662_1	M0 acute myeloid leukemia (AML); blood cancer	CD34+ cells
p_12662_10	M3 acute myeloid leukemia (AML); blood cancer	CD34+ cells
p_12662_11	M3 acute myeloid leukemia (AML); blood cancer	PMNs
p_12662_12	M3 acute myeloid leukemia (AML); blood cancer	Promyelocytes
p_12662_13	M4 acute myeloid leukemia (AML); blood cancer	CD34+ cells
p_12662_14	M4 acute myeloid leukemia (AML); blood cancer	PMNs
p_12662_15	M4 acute myeloid leukemia (AML); blood cancer	Promyelocytes
p_12662_16	FLT3 D835 mutation acute myeloid leukemia (AML); blood cancer	FLT3 D835 normal acute myeloid leukemia (AML)
p_12662_17	FLT3 ITD + acute myeloid leukemia (AML); blood cancer	FLT3 ITD - acute myeloid leukemia (AML)
p_12662_18	NPM1 ins + acute myeloid leukemia (AML); blood cancer	NPM1 ins - acute myeloid leukemia (AML)
p_12662_19	"PR-9 cells, zinc-induced 2 hrs; treat; time course"	"PR-9 cells, resting (no Zinc induction)"
p_12662_2	M0 acute myeloid leukemia (AML); blood cancer	PMNs
p_12662_20	"PR-9 cells, zinc-induced 4 hrs; treat; time course"	"PR-9 cells, resting (no Zinc induction)"
p_12662_21	"PR-9 cells, zinc-induced 8 hrs; treat; time course"	"PR-9 cells, resting (no Zinc induction)"
p_12662_22	"PR-9 cells, zinc-induced 16 hrs; treat; time course"	"PR-9 cells, resting (no Zinc induction)"
p_12662_23	"PR-9 cells, zinc-induced 24 hrs; treat; time course"	"PR-9 cells, resting (no Zinc induction)"
p_12662_3	M0 acute myeloid leukemia (AML); blood cancer	Promyelocytes
